position	n_covered	pct_A	pct_C	pct_G	pct_T	pct_ambiguous	pct_gap	pct_identity	entropy_bits	entropy_std
556	22878	0.0087	99.5323	0.2317	0.0087	0.0393	0.1792	99.7503	0.0263	0.0133
557	22878	0.7256	0.1792	98.9859	0.0350	0.0568	0.0175	99.0595	0.0855	0.0434
558	22878	0.0962	1.4381	97.1414	0.1792	0.0350	1.1102	98.2667	0.1398	0.0710
559	22878	97.6528	0.1224	0.3016	1.8708	0.0393	0.0131	97.7040	0.1773	0.0900
560	22878	78.0969	0.1574	0.4808	19.3942	0.0612	1.8096	79.5857	0.7769	0.3945
561	22878	0.1268	0.0087	0.0087	99.8120	0.0437	0.0000	99.8557	0.0166	0.0084
562	22878	0.6513	11.8586	1.6872	85.7068	0.0612	0.0350	85.7893	0.7014	0.3561
563	22878	99.8776	0.0000	0.0219	0.0087	0.0437	0.0481	99.9694	0.0043	0.0022
564	22879	0.0087	50.0022	0.0000	49.9017	0.0393	0.0481	50.0459	1.0012	0.5084
565	22879	0.0044	0.0087	0.0000	99.9344	0.0350	0.0175	99.9869	0.0020	0.0010
566	22878	0.0437	0.0044	99.8995	0.0000	0.0481	0.0044	99.9519	0.0062	0.0032
567	22879	0.0874	0.0000	99.8601	0.0131	0.0306	0.0087	99.8994	0.0120	0.0061
568	22879	0.0175	0.0306	99.8776	0.0000	0.0350	0.0393	99.9519	0.0065	0.0033
569	22879	0.0044	85.1174	0.0131	14.7777	0.0699	0.0175	85.1918	0.6071	0.3083
570	22879	0.0568	2.8367	82.8882	13.8555	0.0306	0.3322	83.1900	0.7690	0.3904
571	22879	0.0044	0.0262	0.0044	99.9082	0.0350	0.0219	99.9650	0.0049	0.0025
572	22878	99.7989	0.0175	0.0612	0.0044	0.1136	0.0044	99.9169	0.0106	0.0054
573	22878	99.6241	0.0874	0.0393	0.2054	0.0350	0.0087	99.6677	0.0365	0.0185
574	22878	99.8033	0.0000	0.0568	0.0175	0.0393	0.0830	99.9256	0.0094	0.0048
575	22878	0.0918	0.0000	99.8470	0.0087	0.0393	0.0131	99.8994	0.0119	0.0060
576	22878	21.1557	48.0942	30.0813	0.0699	0.0437	0.5551	48.3840	1.5111	0.7672
577	22878	0.1574	0.0044	99.7552	0.0219	0.0350	0.0262	99.8163	0.0206	0.0105
578	22878	0.3890	68.6467	0.4590	22.8779	0.0393	7.5881	74.3151	0.8882	0.4510
579	22878	24.6175	0.2797	41.7825	23.5292	0.0656	9.7255	46.3175	1.5571	0.7906
580	22878	0.0131	91.2012	0.4415	7.7498	0.0568	0.5376	91.7465	0.4374	0.2221
581	22878	0.0131	0.0131	99.7421	0.0568	0.0437	0.1311	99.9168	0.0107	0.0054
582	22876	0.0131	26.9190	0.0306	72.9586	0.0525	0.0262	73.0160	0.8463	0.4297
583	22876	99.8820	0.0044	0.0350	0.0044	0.0393	0.0350	99.9563	0.0059	0.0030
584	22875	0.0481	0.0962	99.7333	0.0350	0.0787	0.0087	99.8206	0.0216	0.0109
585	22875	1.3027	2.1071	95.0295	0.0219	0.0393	1.4995	96.5147	0.2533	0.1286
586	22875	0.1093	84.3060	0.0262	15.4579	0.0568	0.0437	84.3909	0.6371	0.3235
587	22875	0.0874	0.2011	98.2601	1.3683	0.0568	0.0262	98.3418	0.1354	0.0688
588	22875	0.0568	0.0262	99.7814	0.0306	0.0437	0.0612	99.8862	0.0145	0.0073
589	22875	14.1202	25.1760	6.1770	54.4525	0.0656	0.0087	54.4930	1.6255	0.8253
590	22875	3.6940	22.7454	4.8393	68.3366	0.0743	0.3104	68.6005	1.2478	0.6335
591	22875	8.6426	11.5104	2.4175	70.6842	0.0962	6.6492	75.7969	1.1302	0.5738
592	22876	10.1897	6.0937	70.9696	1.4076	0.0874	11.2520	80.0463	0.9761	0.4956
593	22876	9.5165	5.8577	7.0729	77.3343	0.0525	0.1661	77.5037	1.1191	0.5682
594	22876	2.6709	27.1682	1.6436	51.6742	0.0481	16.7949	62.1406	1.2250	0.6220
595	22876	79.3189	2.0283	18.0845	0.3235	0.0481	0.1967	79.5136	0.8507	0.4319
596	22876	75.1005	21.9182	0.8787	0.1792	0.0219	1.9016	76.5734	0.8556	0.4344
597	22876	0.0350	0.0219	99.7989	0.0525	0.0350	0.0568	99.8906	0.0140	0.0071
598	22876	4.3233	2.0371	0.0393	90.2649	0.0262	3.3091	93.3795	0.4147	0.2106
599	22874	0.6820	86.3994	1.9717	10.2780	0.0699	0.5989	86.9812	0.6752	0.3428
600	22874	42.1395	5.1325	18.7680	27.5378	0.0219	6.4003	45.0315	1.7322	0.8795
601	22874	0.3760	1.5126	95.3790	1.1848	0.0874	1.4602	96.8783	0.2443	0.1240
602	22874	48.8721	12.0792	21.1069	7.3664	0.0568	10.5185	54.6517	1.6548	0.8402
603	22874	3.0165	5.8975	20.8534	67.7756	0.0262	2.4307	69.4828	1.2406	0.6299
604	22874	0.0787	0.8787	98.1507	0.7388	0.0262	0.1268	98.3012	0.1449	0.0736
605	22874	0.0525	0.0437	2.5007	97.1015	0.0219	0.2798	97.3953	0.1811	0.0919
606	22874	1.1192	1.0492	92.7953	4.5729	0.0219	0.4415	93.2273	0.4405	0.2237
607	22874	97.8229	0.0699	0.1574	1.9061	0.0393	0.0044	97.8656	0.1614	0.0819
608	22874	99.7989	0.1312	0.0175	0.0087	0.0350	0.0087	99.8425	0.0182	0.0092
609	22874	99.8470	0.0044	0.1006	0.0000	0.0306	0.0175	99.8950	0.0122	0.0062
610	22874	10.1294	0.0306	41.2958	47.2458	0.0525	1.2460	47.8673	1.3754	0.6983
611	22874	5.3773	84.7775	5.4735	4.3106	0.0568	0.0044	84.8294	0.8533	0.4333
612	22865	0.7916	82.3398	1.4083	15.3860	0.0700	0.0044	82.4011	0.7877	0.3999
613	22864	4.9729	72.2008	8.0038	13.5278	0.0744	1.2203	73.1478	1.2340	0.6266
614	22864	11.5072	47.9662	19.0824	6.1669	0.0481	15.2292	56.6156	1.6154	0.8202
615	22864	10.2607	2.1431	82.4528	5.0516	0.0875	0.0044	82.5286	0.9025	0.4582
616	22864	5.2047	3.3284	88.6065	1.2115	0.0394	1.6095	90.0921	0.6034	0.3064
617	22864	0.1706	0.3237	75.2887	0.0437	0.0394	24.1340	99.2905	0.0698	0.0354
618	22864	0.0131	99.8076	0.0044	0.0350	0.0437	0.0962	99.9474	0.0071	0.0036
619	22864	0.0044	0.2624	0.0044	99.2302	0.0306	0.4680	99.7275	0.0278	0.0141
620	22864	0.1356	66.6812	0.0131	32.8901	0.1181	0.1618	66.8684	0.9307	0.4725
621	22864	99.8600	0.0175	0.0131	0.0044	0.0962	0.0087	99.9650	0.0050	0.0025
622	22864	99.7551	0.0875	0.0394	0.0000	0.0437	0.0744	99.8730	0.0152	0.0077
623	22864	0.0087	99.6807	0.0262	0.2449	0.0262	0.0131	99.7200	0.0296	0.0150
624	22864	0.9578	76.0803	4.6449	6.6874	0.0525	11.5772	86.0926	0.7619	0.3869
625	22864	1.6226	21.2736	2.9960	68.1027	0.0481	5.9570	72.4536	1.0815	0.5491
626	22864	6.8230	18.2820	70.4339	4.3693	0.0700	0.0219	70.4986	1.2658	0.6427
627	22863	4.5182	3.0705	84.2934	6.9545	0.0787	1.0847	85.2857	0.8243	0.4185
628	22863	2.2657	1.9158	72.2434	3.4247	0.1137	20.0367	90.4744	0.6005	0.3049
629	22863	73.4287	4.7850	4.6801	10.8035	0.2930	6.0097	78.3680	1.0700	0.5433
630	22863	58.4175	0.8879	14.4251	4.1421	0.0744	22.0531	75.0169	1.0604	0.5384
631	22863	1.7014	66.4480	10.4623	10.4448	0.0437	10.8997	74.6132	1.1499	0.5839
632	22863	0.5117	0.7654	5.2268	83.2743	0.0350	10.1868	92.7555	0.4406	0.2237
633	22864	0.1050	1.5264	97.0609	0.2755	0.0394	0.9928	98.0732	0.1545	0.0784
634	22864	0.0525	97.9225	1.3996	0.1487	0.0306	0.4461	98.3916	0.1293	0.0656
635	22864	58.2269	21.2867	13.5934	5.1260	0.0350	1.7320	59.2743	1.5425	0.7832
636	22864	0.3893	2.3662	14.9930	74.5408	0.0350	7.6758	80.7687	0.8436	0.4283
637	22864	0.7304	33.8567	3.2671	24.3746	0.0569	37.7143	54.4068	1.3059	0.6631
638	22864	1.0147	7.3828	5.8826	75.5117	0.0569	10.1513	84.0964	0.8372	0.4251
639	22864	6.2981	3.3371	88.8427	1.0759	0.0918	0.3543	89.2408	0.6333	0.3216
640	22864	88.9958	0.1225	7.5184	0.0744	0.0262	3.2628	92.0224	0.4170	0.2117
641	22864	34.5871	0.0219	4.0369	55.1828	0.0437	6.1275	58.8123	1.1792	0.5987
642	22864	99.6632	0.0175	0.0219	0.0044	0.0306	0.2624	99.9561	0.0061	0.0031
643	22864	0.0000	99.9169	0.0131	0.0175	0.0262	0.0262	99.9694	0.0043	0.0022
644	22864	0.1050	1.2115	21.6454	76.1590	0.0306	0.8485	76.8345	0.8596	0.4364
645	22864	5.6770	1.4608	92.3985	0.3805	0.0569	0.0262	92.4754	0.4592	0.2331
646	22864	3.5995	3.8139	62.7231	14.2232	0.0350	15.6053	74.3519	1.1471	0.5824
647	22864	1.5702	63.2217	10.7155	14.2320	0.0875	10.1732	70.4503	1.2456	0.6324
648	22864	66.3882	1.4433	15.2073	16.3401	0.0918	0.5292	66.8031	1.3201	0.6703
649	22864	34.5871	2.3006	23.7141	10.1994	0.0831	29.1156	48.8510	1.5968	0.8107
650	22864	4.1025	1.4739	77.9216	7.2428	0.0569	9.2022	85.8727	0.7783	0.3952
651	22864	0.0569	99.7988	0.0219	0.0394	0.0525	0.0306	99.8818	0.0150	0.0076
652	22864	0.0219	0.3630	0.0131	99.5145	0.0700	0.0175	99.6016	0.0395	0.0201
653	22864	43.8812	2.6067	5.3884	47.9794	0.0787	0.0656	48.0487	1.3940	0.7078
654	22864	0.0219	0.0175	99.8644	0.0087	0.0394	0.0481	99.9518	0.0067	0.0034
655	22864	96.4354	0.0087	3.1184	0.0175	0.0262	0.3936	96.8421	0.2047	0.1039
656	22864	11.3016	0.4024	88.1211	0.0787	0.0350	0.0612	88.2059	0.5555	0.2821
657	22864	4.1200	0.0131	7.2210	87.7406	0.0394	0.8660	88.5422	0.6233	0.3164
658	22864	19.1699	32.3959	28.5777	2.9479	0.0656	16.8431	38.9883	1.7184	0.8725
659	22863	10.9041	0.1925	1.6052	56.5936	0.0437	30.6609	81.6701	0.8078	0.4101
660	22862	7.1691	47.8567	23.2919	7.6459	0.0306	14.0058	55.6709	1.5902	0.8074
661	22862	0.8311	0.1793	92.0873	2.2920	0.0306	4.5797	96.5380	0.2550	0.1295
662	22862	11.6700	5.7213	17.4044	46.2033	0.0525	18.9485	57.0418	1.6114	0.8182
663	22862	89.6422	1.0935	1.8109	2.2133	0.0525	5.1876	94.5993	0.3858	0.1959
664	22862	0.1575	0.7086	96.6932	0.3762	0.0394	2.0252	98.7316	0.1154	0.0586
665	22863	78.9223	0.2056	0.0525	0.1050	0.0262	20.6884	99.5421	0.0485	0.0246
666	22863	6.3859	1.1547	91.9083	0.5161	0.0350	0.0000	91.9405	0.4785	0.2430
667	22862	7.0160	0.6824	91.7199	0.5599	0.0175	0.0044	91.7399	0.4741	0.2407
668	22862	18.0168	3.8667	56.9110	21.1661	0.0350	0.0044	56.9334	1.5640	0.7941
669	22862	39.4060	3.7180	44.1212	12.6936	0.0525	0.0087	44.1483	1.6049	0.8149
670	22862	35.8236	1.3210	59.5398	3.2499	0.0262	0.0394	59.5789	1.2189	0.6189
671	22862	22.0978	4.4134	70.1207	2.5676	0.0131	0.7873	70.6865	1.1726	0.5954
672	22862	0.6955	15.8779	0.0787	80.1898	0.0437	3.1143	82.8049	0.7126	0.3618
673	22862	21.2274	5.0695	70.1951	2.1608	0.0175	1.3297	71.1537	1.1671	0.5926
674	22862	0.0000	0.3018	99.6107	0.0525	0.0044	0.0306	99.6456	0.0361	0.0183
675	22862	96.3651	0.0087	0.6561	0.9011	0.0219	2.0471	98.4010	0.1347	0.0684
676	22862	97.5943	0.0744	0.1750	0.0175	0.0087	2.1302	99.7273	0.0303	0.0154
677	22862	0.0175	7.8427	0.0656	91.7899	0.0044	0.2799	92.0516	0.4077	0.2070
678	22862	1.8240	0.4155	1.9815	93.6401	0.0131	2.1258	95.6868	0.3153	0.1601
679	22862	2.6201	81.4889	11.5913	3.9367	0.0175	0.3456	81.7859	0.9205	0.4674
680	22862	0.4899	86.6941	4.1641	6.2243	0.0262	2.4014	88.8510	0.6374	0.3236
681	22858	56.6585	6.5185	2.5505	28.7908	0.0219	5.4598	59.9445	1.3717	0.6964
682	22858	2.4149	11.8646	77.6577	6.8029	0.0394	1.2206	78.6486	1.0367	0.5264
683	22858	1.0806	0.0744	69.0218	0.0306	0.0087	29.7839	98.3113	0.1322	0.0671
684	22859	1.2336	0.0612	0.8881	95.1616	0.0087	2.6467	97.7575	0.1804	0.0916
685	22860	0.0087	0.0044	98.9633	0.0044	0.0481	0.9711	99.9823	0.0027	0.0014
686	22860	0.5381	0.0087	1.3561	97.0691	0.0437	0.9843	98.0773	0.1544	0.0784
687	22860	99.9081	0.0044	0.0131	0.0131	0.0525	0.0087	99.9694	0.0045	0.0023
688	22858	0.6956	0.0350	99.1469	0.0219	0.0744	0.0262	99.2468	0.0674	0.0342
689	22857	15.3826	78.2036	2.6294	0.4244	0.0613	3.2988	80.9226	0.8450	0.4290
690	22857	7.7219	0.0088	92.1993	0.0175	0.0438	0.0088	92.2478	0.3962	0.2011
691	22857	0.0088	0.0088	99.9081	0.0044	0.0394	0.0306	99.9781	0.0033	0.0017
692	22857	0.0175	0.3325	0.0088	99.5887	0.0438	0.0088	99.6411	0.0359	0.0182
693	22857	1.6319	0.0044	98.2369	0.0088	0.1006	0.0175	98.3530	0.1224	0.0621
694	22855	89.6959	0.0175	10.2253	0.0175	0.0438	0.0000	89.7352	0.4811	0.2443
695	22855	99.8469	0.0569	0.0131	0.0350	0.0438	0.0044	99.8949	0.0134	0.0068
696	22855	99.8687	0.0131	0.0263	0.0175	0.0438	0.0306	99.9431	0.0078	0.0040
697	22855	0.0000	0.0000	0.0044	99.9344	0.0438	0.0175	99.9956	0.0007	0.0004
698	22854	0.2538	5.2113	78.4064	15.3715	0.0131	0.7439	79.0045	0.9306	0.4725
699	22853	0.0131	99.0767	0.0000	0.8883	0.0175	0.0044	99.0984	0.0752	0.0382
700	22853	9.2329	0.0306	85.7918	4.4064	0.0044	0.5338	86.2560	0.7051	0.3580
701	22853	0.0044	22.5047	0.0044	77.3640	0.0000	0.1225	77.4589	0.7711	0.3915
702	22853	98.5516	0.0744	0.1269	0.8795	0.0175	0.3501	98.9152	0.0958	0.0486
703	22853	0.2232	0.0831	96.5650	0.5645	0.0569	2.5073	99.1063	0.0847	0.0430
704	22852	99.9256	0.0000	0.0044	0.0306	0.0000	0.0394	99.9650	0.0047	0.0024
705	22852	0.0656	0.0131	23.4772	73.2759	0.0000	3.1682	75.6734	0.8088	0.4107
706	22852	97.3438	0.2713	0.0394	0.0263	0.0131	2.3061	99.6550	0.0363	0.0184
707	22852	0.0088	2.2711	0.1488	97.3700	0.0044	0.1969	97.5664	0.1741	0.0884
708	22852	9.1896	50.8577	14.7471	1.6497	0.0044	23.5515	66.5293	1.3360	0.6783
709	22852	27.2624	1.2865	6.4327	57.4698	0.0175	7.5311	62.1622	1.2993	0.6597
710	22852	6.0039	9.2508	83.1175	1.5666	0.0131	0.0481	83.1684	0.8767	0.4451
711	22851	6.4242	6.3673	83.6681	1.0459	0.0175	2.4769	85.8085	0.7753	0.3936
712	22851	98.5559	0.2669	0.3632	0.4595	0.0088	0.3457	98.9065	0.1039	0.0527
713	22851	15.5617	0.7046	81.8257	1.8905	0.0088	0.0088	81.8401	0.8129	0.4128
714	22850	0.0219	0.0088	93.0109	0.0044	0.0263	6.9278	99.9624	0.0053	0.0027
715	22849	99.6543	0.0131	0.3239	0.0000	0.0088	0.0000	99.6630	0.0333	0.0169
716	22848	96.7525	3.2213	0.0044	0.0000	0.0088	0.0131	96.7736	0.2061	0.1046
717	22846	0.0263	80.8807	0.2626	18.7691	0.0175	0.0438	80.9303	0.7258	0.3685
718	22846	95.4084	1.2256	2.0310	0.0044	0.0744	1.2562	96.6951	0.2415	0.1226
719	22845	0.0306	96.4850	0.0000	3.4756	0.0088	0.0000	96.4935	0.2217	0.1126
720	22844	0.0044	99.8687	0.0000	0.0832	0.0263	0.0175	99.9124	0.0104	0.0053
721	22844	47.2465	0.6435	49.9081	2.1275	0.0700	0.0044	49.9452	1.1763	0.5973
722	22844	31.8858	0.0131	66.8885	0.3020	0.0044	0.9061	67.5031	0.9363	0.4754
723	22844	2.0268	0.4421	0.0000	97.5048	0.0044	0.0219	97.5304	0.1838	0.0933
724	22844	1.7510	0.4290	85.6855	12.1038	0.0306	0.0000	85.7118	0.6954	0.3531
725	22844	0.1707	0.0306	99.4134	0.0394	0.0175	0.3283	99.7584	0.0273	0.0139
726	22844	0.1357	99.0939	0.3984	0.3108	0.0131	0.0482	99.1546	0.0828	0.0420
727	22843	0.0175	0.0131	99.9343	0.0263	0.0000	0.0088	99.9431	0.0078	0.0040
728	22843	98.7261	0.0919	0.0744	1.0988	0.0044	0.0044	98.7347	0.1067	0.0542
729	22843	99.9300	0.0044	0.0263	0.0044	0.0000	0.0350	99.9650	0.0049	0.0025
730	22843	4.6798	0.0350	95.1933	0.0219	0.0700	0.0000	95.2600	0.2802	0.1423
731	22842	0.3283	0.4071	98.9449	0.1357	0.0131	0.1707	99.1272	0.0850	0.0432
732	22842	0.0131	99.7636	0.0131	0.1664	0.0044	0.0394	99.8073	0.0215	0.0109
733	22842	22.2791	0.0175	77.6246	0.0350	0.0175	0.0263	77.6585	0.7722	0.3921
734	22841	17.9458	0.0044	77.4309	1.2696	0.0394	3.3098	80.1142	0.7901	0.4011
735	22841	8.8963	66.8272	7.7142	16.5142	0.0438	0.0044	66.8594	1.4133	0.7176
736	22841	2.9596	31.2027	2.2591	63.5130	0.0613	0.0044	63.5547	1.2139	0.6163
737	22841	15.5466	50.8034	5.7397	27.8578	0.0350	0.0175	50.8301	1.6642	0.8450
738	22841	22.5428	34.7095	5.6127	36.6840	0.0131	0.4378	36.8502	1.7799	0.9037
739	22841	0.4378	87.6757	0.7136	1.4579	0.0482	9.6668	97.1099	0.2297	0.1166
740	22841	1.8826	0.0000	0.3108	96.8171	0.0088	0.9807	97.7847	0.1664	0.0845
741	22841	7.3377	0.0131	89.6765	0.1707	0.0876	2.7144	92.2616	0.4064	0.2064
742	22841	1.7775	0.7399	89.7334	0.5341	0.0131	7.2020	96.7112	0.2544	0.1292
743	22841	41.4080	12.0923	29.1450	13.0029	0.0263	4.3256	43.2920	1.8139	0.9210
744	22841	0.9588	90.7622	0.4685	4.1855	0.0088	3.6163	94.1762	0.3816	0.1937
745	22840	5.0919	14.9737	59.2601	8.6515	0.0131	12.0096	67.3584	1.3858	0.7036
746	22839	58.2469	4.6105	3.2007	29.7342	0.0832	4.1245	60.8054	1.3348	0.6777
747	22839	51.1012	5.2980	1.2260	30.8464	0.0525	11.4760	57.7601	1.3161	0.6683
748	22839	0.9063	5.9503	27.1772	18.4115	0.0394	47.5152	51.8200	1.4791	0.7510
749	22839	92.1625	1.5938	0.4685	3.3014	0.0219	2.4519	94.5003	0.3765	0.1911
750	22839	0.3284	88.1037	0.0876	10.0968	0.0088	1.3748	89.3398	0.5183	0.2632
751	22839	0.0219	2.3031	0.1357	96.9964	0.0000	0.5429	97.5259	0.1767	0.0897
752	22839	0.0263	0.0044	99.9168	0.0175	0.0175	0.0175	99.9518	0.0066	0.0034
753	22839	99.9212	0.0263	0.0175	0.0088	0.0044	0.0219	99.9474	0.0073	0.0037
754	22838	0.0000	99.9256	0.0131	0.0088	0.0307	0.0219	99.9781	0.0032	0.0016
755	22838	12.3084	0.0350	87.4464	0.1270	0.0569	0.0263	87.5192	0.5567	0.2827
756	22838	0.0219	95.0565	2.4827	1.3880	0.0438	1.0071	96.0660	0.2781	0.1412
757	22838	0.0044	0.0088	0.0175	99.9256	0.0088	0.0350	99.9693	0.0044	0.0023
758	22838	0.9940	13.6177	84.9637	0.3372	0.0438	0.0438	85.0381	0.6846	0.3476
759	22837	99.9124	0.0044	0.0219	0.0175	0.0044	0.0394	99.9562	0.0061	0.0031
760	22837	1.3574	0.0088	82.7867	15.7814	0.0394	0.0263	82.8411	0.7309	0.3711
761	22837	5.4692	0.0613	93.9703	0.0219	0.0044	0.4729	94.4210	0.3175	0.1612
762	22837	23.0416	32.6575	0.3109	33.9712	0.0131	10.0057	37.7537	1.5928	0.8087
763	22837	22.1745	0.6656	69.6063	0.6262	0.0394	6.8879	74.7871	0.9060	0.4600
764	22837	0.0525	99.2819	0.0044	0.5255	0.0175	0.1182	99.4168	0.0546	0.0277
765	22836	0.0263	0.0307	99.6059	0.0044	0.3109	0.0219	99.9385	0.0082	0.0042
766	22836	99.7285	0.0088	0.0307	0.0088	0.2190	0.0044	99.9517	0.0066	0.0034
767	22836	98.7169	0.4861	0.6700	0.1007	0.0175	0.0088	98.7429	0.1138	0.0578
768	22836	98.4673	0.0044	1.2437	0.0088	0.0131	0.2627	98.7397	0.0988	0.0501
769	22836	0.0175	0.0307	99.8599	0.0088	0.0263	0.0569	99.9430	0.0078	0.0039
770	22836	0.0569	93.3526	0.7970	5.5395	0.0219	0.2321	93.5903	0.3829	0.1944
771	22836	8.7056	1.9355	84.8397	0.1533	0.0657	4.3002	88.7129	0.5968	0.3030
772	22836	1.8961	0.4335	0.0263	97.2105	0.0263	0.4073	97.6338	0.1798	0.0913
773	22836	2.2552	0.3722	97.3332	0.0175	0.0175	0.0044	97.3545	0.1933	0.0981
774	22836	0.0307	0.0263	99.9037	0.0131	0.0175	0.0088	99.9299	0.0094	0.0048
775	22836	0.0482	0.0131	99.8686	0.0394	0.0131	0.0175	99.8993	0.0129	0.0066
776	22836	0.0219	0.0263	84.7828	15.0333	0.0263	0.1095	84.8980	0.6176	0.3136
777	22835	97.5082	0.6788	0.0088	1.4758	0.0044	0.3241	97.8295	0.1712	0.0869
778	22835	0.0131	0.8890	93.2735	5.1325	0.0088	0.6832	93.9234	0.3685	0.1871
779	22835	0.0088	99.6015	0.0044	0.3197	0.0131	0.0526	99.6670	0.0331	0.0168
780	22834	60.4099	0.1139	39.4018	0.0175	0.0482	0.0088	60.4443	0.9818	0.4985
781	22834	99.8204	0.0832	0.0263	0.0175	0.0438	0.0088	99.8729	0.0157	0.0080
782	22833	99.8423	0.0219	0.0307	0.0088	0.0088	0.0876	99.9386	0.0083	0.0042
783	22833	0.0088	98.7168	0.0920	0.7621	0.0044	0.4161	99.1336	0.0767	0.0390
784	22833	91.9721	4.5066	3.4730	0.0044	0.0088	0.0350	92.0124	0.4811	0.2443
785	22833	0.0263	0.0175	99.9343	0.0044	0.0088	0.0088	99.9518	0.0066	0.0034
786	22833	0.0219	0.0088	99.9036	0.0044	0.0263	0.0350	99.9649	0.0050	0.0025
787	22833	98.5153	1.3621	0.0263	0.0526	0.0219	0.0219	98.5585	0.1140	0.0579
788	22832	0.0044	0.0131	0.0131	99.9606	0.0044	0.0044	99.9693	0.0045	0.0023
789	22831	0.0088	0.0131	0.0088	99.9124	0.0131	0.0438	99.9693	0.0045	0.0023
790	22831	99.8730	0.0088	0.0131	0.0088	0.0788	0.0175	99.9693	0.0045	0.0023
791	22831	0.0482	0.0088	99.8861	0.0044	0.0438	0.0088	99.9386	0.0080	0.0041
792	22831	99.9606	0.0000	0.0131	0.0044	0.0088	0.0131	99.9825	0.0026	0.0013
793	22831	0.0088	0.0131	0.0701	99.8817	0.0000	0.0263	99.9080	0.0115	0.0059
794	22831	99.8861	0.0131	0.0175	0.0131	0.0394	0.0307	99.9562	0.0062	0.0032
795	22831	0.0000	99.9606	0.0000	0.0263	0.0000	0.0131	99.9737	0.0035	0.0018
796	22829	0.0000	99.9562	0.0044	0.0219	0.0000	0.0175	99.9737	0.0037	0.0019
797	22829	0.0000	99.8248	0.0263	0.0350	0.0044	0.1095	99.9386	0.0080	0.0041
798	22829	0.0000	3.4079	4.4899	92.0408	0.0044	0.0569	92.0973	0.4767	0.2420
799	22829	0.7666	0.0394	99.1020	0.0263	0.0613	0.0044	99.1672	0.0735	0.0373
800	22829	0.0219	0.0044	99.4612	0.0131	0.0263	0.4731	99.9604	0.0056	0.0028
801	22828	0.0000	0.0175	0.0131	99.9299	0.0088	0.0307	99.9693	0.0043	0.0022
802	22828	99.9124	0.0000	0.0088	0.0088	0.0526	0.0175	99.9825	0.0026	0.0013
803	22827	0.3198	0.0044	99.6057	0.0350	0.0131	0.0219	99.6407	0.0363	0.0185
804	22827	0.0131	0.0307	0.0088	99.9211	0.0088	0.0175	99.9474	0.0072	0.0037
805	22827	0.0000	99.8817	0.0570	0.0350	0.0263	0.0000	99.9080	0.0115	0.0058
806	22826	0.0044	99.0406	0.0000	0.8937	0.0088	0.0526	99.1014	0.0744	0.0378
807	22825	95.8642	0.0219	0.6484	1.9058	0.0307	1.5290	97.3831	0.1979	0.1005
808	22825	0.1752	85.8050	1.8269	9.0252	0.0526	3.1150	88.6119	0.5982	0.3037
809	22824	5.6081	0.8237	93.3929	0.0438	0.0351	0.0964	93.5158	0.3857	0.1958
810	22824	0.0175	99.6232	0.2848	0.0263	0.0351	0.0131	99.6712	0.0341	0.0173
811	22824	1.5773	85.2436	0.5258	12.5701	0.0526	0.0307	85.3146	0.7061	0.3585
812	22824	0.0920	12.9600	86.8165	0.0482	0.0351	0.0482	86.8888	0.5730	0.2909
813	22824	0.0000	0.0307	0.0088	99.9124	0.0307	0.0175	99.9605	0.0053	0.0027
814	22824	99.7722	0.1008	0.0219	0.0175	0.0701	0.0175	99.8597	0.0169	0.0086
815	22824	99.8729	0.0219	0.0219	0.0131	0.0482	0.0219	99.9430	0.0078	0.0040
816	22824	99.8072	0.0307	0.0394	0.0000	0.0000	0.1227	99.9298	0.0091	0.0046
817	22824	0.0044	99.7240	0.2191	0.0263	0.0131	0.0131	99.7502	0.0267	0.0136
818	22824	0.3505	0.1052	98.2124	1.2180	0.0219	0.0920	98.3244	0.1405	0.0713
819	22824	75.5170	1.2531	7.7462	15.4399	0.0000	0.0438	75.5501	1.0870	0.5519
820	22824	0.0088	0.0088	0.0088	99.9606	0.0000	0.0131	99.9737	0.0039	0.0020
821	22824	0.0263	0.1052	99.7766	0.0044	0.0088	0.0789	99.8641	0.0161	0.0082
822	22824	15.6108	0.5608	29.6749	47.0032	0.0131	7.1372	50.6229	1.5002	0.7617
823	22824	14.2920	53.5270	0.6835	3.4525	0.0219	28.0231	74.3896	1.0547	0.5355
824	22824	8.4779	2.8304	51.3670	24.3954	0.0131	12.9162	58.9946	1.4513	0.7369
825	22824	76.9234	1.1830	0.8237	5.7220	0.0175	15.3304	90.8700	0.5394	0.2739
826	22824	4.9772	83.2063	5.5862	3.3912	0.0131	2.8260	85.6376	0.8170	0.4148
827	22824	1.0953	1.0910	2.6639	94.9395	0.0219	0.1884	95.1396	0.3506	0.1780
828	22824	57.7112	8.9292	0.5433	21.4117	0.0351	11.3696	65.1402	1.2767	0.6482
829	22824	3.2422	0.5214	92.6612	0.1796	0.0482	3.3474	95.9182	0.2795	0.1419
830	22824	0.5258	20.0885	59.6565	9.9325	0.0219	9.7748	66.1356	1.2708	0.6452
831	22824	27.0461	13.6523	3.8819	53.4569	0.0263	1.9366	54.5272	1.5702	0.7972
832	22824	0.6703	3.9432	83.3290	11.2250	0.0394	0.7930	84.0285	0.8005	0.4064
833	22824	1.1304	1.7832	38.9064	1.8971	0.0219	56.2610	88.9958	0.6707	0.3406
